video,avg_flickering,avg_blockiness,avg_letterBox,avg_pillarBox,avg_blockloss,avg_blur,avg_blackout,avg_freezing,avg_exposure,avg_contrast,avg_interlace,avg_noise,avg_slices,avg_si,avg_ti
A001.mp4,0.20492,0.98285,0.0,0.0,2.60165,4.34971,0.0,0.0,127.54515,43.42626,0.00623,1.36613,134.39004
A002.mp4,0.42193,0.95507,0.0,0.0,0.67643,8.55953,0.0,0.0,123.53667,29.1049,0.00272,0.41741,2.56169
A003.mp4,0.36253,0.92574,0.0,0.0,1.65086,4.85928,0.0,0.0,126.74582,49.60284,0.00634,0.46874,24.48741
A004.mp4,0.5102,0.98332,0.0,0.0,0.89489,3.55838,0.0,0.0,121.33445,58.46524,0.005,1.34797,7.21689
A005.mp4,0.41802,0.81414,0.0,0.0,3.45036,8.38016,0.0,0.0,126.27,44.96756,0.00408,0.60117,31.81331
A006.mp4,0.40415,0.9815,0.0,0.0,2.78975,3.73014,0.0,0.0,132.28904,48.85568,0.00533,0.54499,2.8233
A007.mp4,0.14313,1.01591,0.0,0.0,0.32645,6.8081,0.0,0.0,136.10033,41.26472,0.00073,5.67088,2.26204
A008.mp4,0.40149,0.83504,0.0,0.0,0.36945,6.62536,0.0,0.0,126.90635,55.68414,0.00136,0.65111,4.97462
A009.mp4,0.2488,0.95008,0.0,0.0,0.13246,3.37284,0.0,0.0,133.76923,55.0901,0.00646,0.48134,4.67008
A010.mp4,0.35001,0.84125,0.0,0.0,4.00154,6.97372,0.0,0.0,142.5814,36.46959,0.00147,0.47427,3.19482
A011.mp4,0.50099,1.02883,0.0,0.0,1.77401,3.47768,0.0,0.0,131.02341,60.46069,0.01247,0.47519,2.91839
A012.mp4,0.3243,0.94541,0.0,0.0,1.90922,6.82838,0.0,0.0,129.81271,45.88191,0.003,0.72286,2.69656
A013.mp4,0.67161,0.85325,0.0,0.0,0.94869,5.03195,0.0,0.0,128.97667,43.86159,0.00135,0.35131,1.15708
A014.mp4,0.61247,0.77094,0.0,0.0,1.50967,5.31284,0.0,0.0,126.20067,36.82625,0.00376,0.17898,9.02743
A015.mp4,0.68235,0.94764,0.0,0.0,1.88163,3.9134,0.0,0.0,119.26421,59.27237,0.00981,0.33121,13.66234
A016.mp4,0.51136,0.84182,0.0,0.0,5.36505,5.55233,0.0,0.0,116.42953,30.05638,0.00061,0.44729,2.2555
A017.mp4,0.71686,0.89934,0.0,0.0,0.70881,3.54716,0.0,0.0,121.1,31.26872,0.00372,0.17967,4.82315
A018.mp4,0.16503,1.02209,0.0,0.0,0.6984,5.36607,0.0,0.0,134.35786,43.35085,0.00811,1.85637,1.96346
A019.mp4,0.29048,0.84071,0.0,0.0,1.78679,5.87491,0.0,0.0,131.48333,51.3342,0.0033,0.47323,5.13053
A020.mp4,0.63826,0.98092,0.0,0.0,3.06677,3.46532,0.0,0.0,126.09365,65.00162,0.01498,0.35834,5.68515
A021.mp4,0.66049,0.63158,0.0,0.0,9.90268,12.40493,0.0,0.0,108.07383,26.20975,0.00205,0.28096,2.00786
A022.mp4,0.15962,0.83851,0.0,0.0,2.18179,7.30871,0.0,0.0,131.93,43.26057,0.00136,0.90985,1.68502
A023.mp4,0.51594,0.80849,0.0,0.0,0.55781,3.80752,0.0,0.0,127.67224,57.17878,0.00954,0.36011,10.34396
A024.mp4,0.56627,0.95832,0.0,0.0,0.17618,4.20698,0.0,0.0,131.99331,57.64007,0.00112,0.3318,6.0378
A025.mp4,0.48434,0.99037,0.0,0.0,2.9769,4.79556,0.0,0.0,138.10667,44.7697,0.00168,0.5882,3.58302
A026.mp4,0.31475,1.01397,0.0,0.0,1.24367,3.55843,0.0,0.0,126.10702,29.74764,0.00204,0.99915,5.14324
A027.mp4,0.14784,0.85027,0.0,0.0,6.19947,8.03197,0.0,0.0,133.4214,33.52971,0.00094,1.24722,3.21357
A028.mp4,0.54236,0.95042,0.0,0.0,0.34317,7.10635,0.0,0.0,87.45151,25.36915,0.00017,1.00539,1.59087
A029.mp4,0.12942,0.8614,0.0,0.0,2.58003,4.38241,0.0,0.0,134.0602,52.70853,0.00332,0.54788,6.43667
A030.mp4,0.39021,0.98495,0.0,0.0,1.60214,4.34637,0.0,0.0,126.64,61.13042,0.0063,0.79637,1.90193
A031.mp4,0.34096,0.97545,0.0,0.0,1.97012,3.74598,0.0,0.0,125.80667,65.4865,0.00688,1.02693,1.69345
A032.mp4,0.13789,0.97925,0.0,0.0,0.04133,5.74737,0.0,0.0,131.45151,43.6426,0.00353,7.17343,2.57376
A033.mp4,0.7006,0.9554,0.0,0.0,3.57738,4.3053,0.0,0.0,126.42,48.35489,0.00122,0.42167,2.56644
A034.mp4,0.32891,0.94111,0.0,0.0,0.65083,6.05484,0.0,0.0,129.53,47.03107,0.00081,0.45211,2.02247
A035.mp4,0.45461,0.95407,0.0,0.0,1.43786,4.59435,0.0,0.0,128.75333,60.44586,0.00289,0.56287,2.01061
A036.mp4,0.61904,0.9514,0.0,0.0,2.5719,7.17336,0.0,0.0,127.16,62.9242,0.00071,0.36175,3.45056
A037.mp4,0.71427,0.82949,0.0,0.0,1.73881,3.86786,0.0,0.0,129.39333,50.07834,0.01075,0.09189,69.0482
A038.mp4,0.6784,0.75477,0.0,0.0,3.79945,8.48991,0.0,0.0,126.47157,39.37151,0.00051,0.30446,4.69644
A039.mp4,0.69157,0.86268,0.0,0.0,1.02592,6.98133,0.0,0.0,127.35452,73.19524,0.00187,0.31501,6.09505
A040.mp4,0.15449,0.93821,0.0,0.0,0.21631,4.85046,0.0,0.0,136.83333,28.04681,0.00053,2.13256,5.25201
A041.mp4,0.37618,0.94382,0.0,0.0,0.37936,4.49171,0.0,0.0,150.85284,36.29701,0.00264,0.52611,2.28768
